blank,7PKQ|0|0,blank
blank,2DU5|0|0,blank
blank,8OZ0|0|0,blank
blank,6SG9|0|0,blank
blank,7YNC|0|0,blank
blank,8SD0|0|0,blank
blank,6XAS|0|0,blank
blank,6O9E|0|0,blank
blank,5TF6|0|0,blank
blank,6XMG|0|0,blank
blank,8G8Z|0|0,blank
blank,4V8F|0|0,blank
blank,1EUY|0|0,blank
blank,7D7Z|0|0,blank
blank,6RXZ|0|0,blank
blank,4V6M|0|0,blank
blank,6GAW|0|0,blank
blank,4V5A|0|0,blank
blank,6WQQ|0|0,blank
blank,7XD6|0|0,blank
blank,6B3K|0|0,blank
blank,5Y87|0|0,blank
blank,7MQ8|0|0,blank
blank,7OJ0|0|0,blank
blank,7MPJ|0|0,blank
blank,6K4P|0|0,blank
blank,1EMI|0|0,blank
blank,7JZY|0|0,blank
blank,5GIP|0|0,blank
blank,4FEL|0|0,blank
blank,7D5S|0|0,blank
blank,8G61|0|0,blank
blank,3F2Q|0|0,blank
blank,4V7H|0|0,blank
blank,8EYW|0|0,blank
blank,7Z2D|0|0,blank
blank,4V8P|0|0,blank
blank,7D8C|0|0,blank
blank,8PNQ|0|0,blank
blank,6O8W|0|0,blank
blank,3KTV|0|0,blank
blank,7P15|0|0,blank
blank,4UER|0|0,blank
blank,6XU6|0|0,blank
blank,7YNB|0|0,blank
blank,8C8H|0|0,blank
blank,2DU4|0|0,blank
blank,8J26|0|0,blank
blank,7Y7H|0|0,blank
blank,1JGP|0|0,blank
blank,2DU6|0|0,blank
blank,6HRM|0|0,blank
blank,8JIW|0|0,blank
blank,8D2O|0|0,blank
blank,8CWO|0|0,blank
blank,7UCJ|0|0,blank
blank,2ZH8|0|0,blank
blank,6O90|0|0,blank
blank,6OLZ|0|0,blank
blank,3CUN|0|0,blank
blank,8BQX|0|0,blank
blank,5UMD|0|0,blank
blank,7S4X|0|0,blank
blank,4V68|0|0,blank
blank,3MUV|0|0,blank
blank,3Q1R|0|0,blank
blank,3OXD|0|0,blank
blank,3SKT|0|0,blank
blank,7MPI|0|0,blank
blank,7OII|0|0,blank
blank,7JTQ|0|0,blank
blank,7ZRZ|0|0,blank
blank,7A09|0|0,blank
blank,8E8M|0|0,blank
blank,5LYU|0|0,blank
blank,6GTC|0|0,blank
blank,4FEO|0|0,blank
blank,486D|0|0,blank
blank,6WDR|0|0,blank
blank,4V5C|0|0,blank
blank,8EYT|0|0,blank
blank,6RXX|0|0,blank
blank,7S7B|0|0,blank
blank,4V4P|0|0,blank
blank,6WDE|0|0,blank
blank,4DS6|0|0,blank
blank,2RKJ|0|0,blank
blank,3CW1|0|0,blank
blank,7KJW|0|0,blank
blank,8FF5|0|0,blank
blank,5CD1|0|0,blank
blank,8ANY|0|0,blank
blank,7EI5|0|0,blank
blank,8FKS|0|0,blank
blank,3NPN|0|0,blank
blank,6VZ5|0|0,blank
blank,8JIV|0|0,blank
blank,1JGQ|0|0,blank
blank,7LYG|0|0,blank
blank,8J3R|0|0,blank
blank,7WM4|0|0,blank
blank,6XYW|0|0,blank
blank,6VUH|0|0,blank
blank,7LYT|0|0,blank
blank,1QRT|0|0,blank
blank,8SH5|0|0,blank
blank,7PJS|0|0,blank
blank,8FRU|0|0,blank
blank,5A2Q|0|0,blank
blank,5AFI|0|0,blank
blank,4R4P|0|0,blank
blank,1XBP|0|0,blank
blank,8TUX|0|0,blank
blank,5OSG|0|0,blank
blank,4NI7|0|0,blank
blank,8IBW|0|0,blank
blank,8WIC|0|0,blank
blank,7D82|0|0,blank
blank,7SLQ|0|0,blank
blank,4V92|0|0,blank
blank,8UPT|0|0,blank
blank,8G6W|0|0,blank
blank,4V5G|0|0,blank
blank,7JL2|0|0,blank
blank,4TZW|0|0,blank
blank,4V5P|0|0,blank
blank,8I9W|0|0,blank
blank,7TRF|0|0,blank
blank,8PTX|0|0,blank
blank,3J16|0|0,blank
blank,8R55|0|0,blank
blank,7V00|0|0,blank
blank,8B2L|0|0,blank
blank,6UFK|0|0,blank
blank,6IV6|0|0,blank
blank,7VG3|0|0,blank
blank,7A18|0|0,blank
blank,7V01|0|0,blank
blank,6GYV|0|0,blank
blank,1E8S|0|0,blank
blank,6ENJ|0|0,blank
blank,8INB|0|0,blank
blank,8G5Z|0|0,blank
blank,7JL3|0|0,blank
blank,4FEJ|0|0,blank
blank,5B43|0|0,blank
blank,6ND4|0|0,blank
blank,8BPO|0|0,blank
blank,8I54|0|0,blank
blank,8IAZ|0|0,blank
blank,7SLP|0|0,blank
blank,6URO|0|0,blank
blank,6I7O|0|0,blank
blank,4QJH|0|0,blank
blank,6VBW|0|0,blank
blank,4WFM|0|0,blank
blank,6V5C|0|0,blank
blank,8H1J|0|0,blank
blank,4KZE|0|0,blank
blank,7Y85|0|0,blank
blank,8DFS|0|0,blank
blank,3E5F|0|0,blank
blank,8CBJ|0|0,blank
blank,4UE5|0|0,blank
blank,5JUU|0|0,blank
blank,8QSJ|0|0,blank
blank,3WQZ|0|0,blank
blank,6VWV|0|0,blank
blank,7RR5|0|0,blank
blank,7UZY|0|0,blank
blank,8DEJ|0|0,blank
blank,7UOO|0|0,blank
blank,8CVM|0|0,blank
blank,5TGA|0|0,blank
blank,5OQL|0|0,blank
blank,6FF7|0|0,blank
blank,6HIV|0|0,blank
blank,1X8W|0|0,blank
blank,5C0X|0|0,blank
blank,3P49|0|0,blank
blank,7VPX|0|0,blank
blank,4X4O|0|0,blank
blank,7ASN|0|0,blank
blank,4V8T|0|0,blank
blank,4V91|0|0,blank
blank,8G7P|0|0,blank
blank,8I9T|0|0,blank
blank,4V5S|0|0,blank
blank,7OSA|0|0,blank
blank,7XD3|0|0,blank
blank,7XFZ|0|0,blank
blank,3OXB|0|0,blank
blank,8PV2|0|0,blank
blank,3DHS|0|0,blank
blank,6R84|0|0,blank
blank,8GXB|0|0,blank
blank,3CCE|0|0,blank
blank,2BYT|0|0,blank
blank,5UYQ|0|0,blank
blank,7OI8|0|0,blank
blank,4V6I|0|0,blank
blank,4V5R|0|0,blank
blank,6W2S|0|0,blank
blank,4CXG|0|0,blank
blank,7ASO|0|0,blank
blank,6ZU1|0|0,blank
blank,8HKZ|0|0,blank
blank,7NWH|0|0,blank
blank,5ZEP|0|0,blank
blank,6C65|0|0,blank
blank,6ZM7|0|0,blank
blank,8OVA|0|0,blank
blank,5JTE|0|0,blank
blank,6TBV|0|0,blank
blank,5OIK|0|0,blank
blank,1SJ3|0|0,blank
blank,7UWH|0|0,blank
blank,5DUN|0|0,blank
blank,8TOC|0|0,blank
blank,6SNT|0|0,blank
blank,6DLQ|0|0,blank
blank,2DR2|0|0,blank
blank,4YVK|0|0,blank
blank,8T2S|0|0,blank
blank,8FOM|0|0,blank
blank,2XXA|0|0,blank
blank,7NRC|0|0,blank
blank,7R7C|0|0,blank
blank,4WC3|0|0,blank
blank,8A11|0|0,blank
blank,4XEJ|0|0,blank
blank,7M5O|0|0,blank
blank,4X0A|0|0,blank
blank,8I3Q|0|0,blank
blank,7OYD|0|0,blank
blank,8Y7E|0|0,blank
blank,7OTC|0|0,blank
blank,5NS4|0|0,blank
blank,7ZOQ|0|0,blank
blank,5E7K|0|0,blank
blank,4MGM|0|0,blank
blank,3J7R|0|0,blank
blank,3JCJ|0|0,blank
blank,8E29|0|0,blank
blank,3J9Y|0|0,blank
blank,7Q0R|0|0,blank
blank,8B5L|0|0,blank
blank,1R2X|0|0,blank
blank,8E28|0|0,blank
blank,7OLD|0|0,blank
blank,3JB9|0|0,blank
blank,8PSO|0|0,blank
blank,6UZ7|0|0,blank
blank,5IT7|0|0,blank
blank,6N5S|0|0,blank
blank,4CQN|0|0,blank
blank,8BVJ|0|0,blank
blank,5T7V|0|0,blank
blank,7NSQ|0|0,blank
blank,5MLC|0|0,blank
blank,6XGF|0|0,blank
blank,8QOA|0|0,blank
blank,6Q95|0|0,blank
blank,7PTQ|0|0,blank
blank,4RQE|0|0,blank
blank,5XN2|0|0,blank
blank,7NHL|0|0,blank
blank,4YVJ|0|0,blank
blank,6S8E|0|0,blank
blank,6DMC|0|0,blank
blank,7YED|0|0,blank
blank,7N0B|0|0,blank
blank,6DB8|0|0,blank
blank,7P7U|0|0,blank
blank,3IQN|0|0,blank
blank,8T2P|0|0,blank
blank,8SCB|0|0,blank
blank,7ENR|0|0,blank
blank,6Q97|0|0,blank
blank,7PTS|0|0,blank
blank,8QO5|0|0,blank
blank,8FON|0|0,blank
blank,8AGT|0|0,blank
blank,4UYJ|0|0,blank
blank,8OIP|0|0,blank
blank,5HRT|0|0,blank
blank,8A3L|0|0,blank
blank,8IDF|0|0,blank
